cbsa_code,cbsa_name_full,year,permits_sf,permits_mf,permits_tot,population,permits_per_capita
22180,"Fayetteville, NC",2012,1376,1664,3040,380443,7.99068454407099
22180,"Fayetteville, NC",2013,1269,621,1890,384140,4.9200812203884
22180,"Fayetteville, NC",2014,1012,77,1089,383971,2.83615168853898
22180,"Fayetteville, NC",2015,889,497,1386,384006,3.60931860439681
22180,"Fayetteville, NC",2016,833,120,953,386273,2.46716700364768
22180,"Fayetteville, NC",2017,874,61,935,385380,2.42617676059993
22180,"Fayetteville, NC",2018,803,16,819,387094,2.11576516298367
22220,"Fayetteville-Springdale-Rogers, AR-MO",1990,1033,335,1368,241068,5.67474737418488
22220,"Fayetteville-Springdale-Rogers, AR-MO",1991,1243,994,2237,248543,9.00045464969844
22220,"Fayetteville-Springdale-Rogers, AR-MO",1992,1557,1071,2628,256189,10.2580516727884
22220,"Fayetteville-Springdale-Rogers, AR-MO",1993,1813,1682,3495,267095,13.0852318463468
22220,"Fayetteville-Springdale-Rogers, AR-MO",1994,1938,2420,4358,277419,15.7090898604638
22220,"Fayetteville-Springdale-Rogers, AR-MO",1995,2015,1825,3840,289133,13.2810851753345
22220,"Fayetteville-Springdale-Rogers, AR-MO",1996,2256,821,3077,299008,10.2906945633562
22220,"Fayetteville-Springdale-Rogers, AR-MO",1997,1921,799,2720,306143,8.88473687133137
22220,"Fayetteville-Springdale-Rogers, AR-MO",1998,1839,297,2136,311424,6.85881627620222
22220,"Fayetteville-Springdale-Rogers, AR-MO",1999,2120,803,2923,318112,9.1885876672367
22220,"Fayetteville-Springdale-Rogers, AR-MO",2000,2011,843,2854,349532,8.16520375816807
22220,"Fayetteville-Springdale-Rogers, AR-MO",2001,2499,1480,3979,358350,11.1036695967629
22220,"Fayetteville-Springdale-Rogers, AR-MO",2002,2409,1592,4001,367634,10.8831065679453
22220,"Fayetteville-Springdale-Rogers, AR-MO",2003,3328,2959,6287,379457,16.5684122311619
22220,"Fayetteville-Springdale-Rogers, AR-MO",2004,3806,2608,6414,392694,16.3333282403092
22220,"Fayetteville-Springdale-Rogers, AR-MO",2005,5264,2329,7593,407987,18.6108871115991
22220,"Fayetteville-Springdale-Rogers, AR-MO",2006,4029,2064,6093,424016,14.3697407644995
22220,"Fayetteville-Springdale-Rogers, AR-MO",2007,2259,1114,3373,436539,7.72668650452766
22220,"Fayetteville-Springdale-Rogers, AR-MO",2008,1221,1545,2766,446592,6.19357265692175
22220,"Fayetteville-Springdale-Rogers, AR-MO",2009,1067,684,1751,455143,3.84714254640849
22220,"Fayetteville-Springdale-Rogers, AR-MO",2010,1081,140,1221,465374,2.62369620993008
22220,"Fayetteville-Springdale-Rogers, AR-MO",2011,1158,48,1206,475749,2.53495015228618
22220,"Fayetteville-Springdale-Rogers, AR-MO",2012,1763,160,1923,485274,3.96270972687595
22220,"Fayetteville-Springdale-Rogers, AR-MO",2013,2252,133,2385,493819,4.829704810872
22220,"Fayetteville-Springdale-Rogers, AR-MO",2014,2388,965,3353,503423,6.66040288187071
22220,"Fayetteville-Springdale-Rogers, AR-MO",2015,2817,976,3793,514579,7.37107421795293
22220,"Fayetteville-Springdale-Rogers, AR-MO",2016,3508,913,4421,526522,8.39661020812046
22220,"Fayetteville-Springdale-Rogers, AR-MO",2017,3528,1201,4729,538412,8.78323662919846
22220,"Fayetteville-Springdale-Rogers, AR-MO",2018,3836,1734,5570,549128,10.1433545548579
22260,"Fergus Falls, MN",1990,84,34,118,50722,2.32640668743346
22260,"Fergus Falls, MN",1991,83,27,110,51153,2.15041151056634
22260,"Fergus Falls, MN",1992,76,32,108,51543,2.0953378732320602
22260,"Fergus Falls, MN",1993,103,18,121,51955,2.32893850447503
22260,"Fergus Falls, MN",1994,121,51,172,52407,3.28200431240102
22260,"Fergus Falls, MN",1995,124,92,216,52933,4.08063023066896
22260,"Fergus Falls, MN",1996,122,60,182,53847,3.37994688654893
22260,"Fergus Falls, MN",1997,86,48,134,54347,2.46563747768966
22260,"Fergus Falls, MN",1998,107,28,135,54820,2.46260488872674
22260,"Fergus Falls, MN",1999,110,73,183,55650,3.28840970350404
22260,"Fergus Falls, MN",2000,112,15,127,57073,2.22522033185569
22260,"Fergus Falls, MN",2001,103,41,144,57076,2.52295185366879
22260,"Fergus Falls, MN",2002,137,8,145,57245,2.53297231199231
22260,"Fergus Falls, MN",2003,139,64,203,57515,3.5295140398157
22260,"Fergus Falls, MN",2004,158,59,217,57576,3.76893149923579
22260,"Fergus Falls, MN",2005,124,70,194,57420,3.37861372344131
22260,"Fergus Falls, MN",2006,119,24,143,57732,2.47696251645535
22260,"Fergus Falls, MN",2007,70,0,70,57677,1.21365535655461
22260,"Fergus Falls, MN",2008,46,30,76,57691,1.31736319356572
22260,"Fergus Falls, MN",2009,40,0,40,57333,0.697678474874854
22260,"Fergus Falls, MN",2010,36,0,36,57294,0.628338045868677
22260,"Fergus Falls, MN",2011,34,81,115,57278,2.00775166730682
22260,"Fergus Falls, MN",2012,51,64,115,57221,2.00975166459866
22260,"Fergus Falls, MN",2013,54,64,118,57498,2.05224529548854
22260,"Fergus Falls, MN",2014,27,44,71,57488,1.23504035624826
22260,"Fergus Falls, MN",2015,62,49,111,57544,1.92895870985681
22260,"Fergus Falls, MN",2016,85,112,197,57865,3.4044759353668
22260,"Fergus Falls, MN",2017,91,55,146,58251,2.50639474000446
22260,"Fergus Falls, MN",2018,80,47,127,58812,2.1594232469564
22280,"Fernley, NV",1990,72,4,76,20239,3.75512624141509
22280,"Fernley, NV",1991,79,4,83,21341,3.88922730893585
22280,"Fernley, NV",1992,160,2,162,22096,7.33164373642288
22280,"Fernley, NV",1993,165,8,173,23149,7.47332498164068
22280,"Fernley, NV",1994,193,2,195,24312,8.02073050345508
22280,"Fernley, NV",1995,151,23,174,25803,6.74340193000814
22280,"Fernley, NV",1996,190,26,216,27264,7.92253521126761
22280,"Fernley, NV",1997,169,32,201,28821,6.97408139897991
22280,"Fernley, NV",1998,170,78,248,30138,8.22881412170682
22280,"Fernley, NV",1999,169,31,200,31521,6.34497636496304
22280,"Fernley, NV",2000,172,55,227,34809,6.52130196213623
22280,"Fernley, NV",2001,169,59,228,36012,6.33122292569144
22280,"Fernley, NV",2002,538,0,538,37573,14.3187927501131
22280,"Fernley, NV",2003,465,22,487,39646,12.2837108409423
22280,"Fernley, NV",2004,872,59,931,42534,21.8883716556167
22280,"Fernley, NV",2005,681,52,733,46228,15.8561910530414
22280,"Fernley, NV",2006,562,62,624,49827,12.5233307243061
22280,"Fernley, NV",2007,357,0,357,51725,6.90188496858386
22280,"Fernley, NV",2008,72,29,101,52156,1.93649819771455
22280,"Fernley, NV",2009,39,0,39,51819,0.752619695478492
22280,"Fernley, NV",2010,53,0,53,52043,1.01838864016294
22280,"Fernley, NV",2011,48,0,48,51380,0.934215648112106
22280,"Fernley, NV",2012,52,0,52,50969,1.02022798171438
22280,"Fernley, NV",2013,105,0,105,51094,2.05503581633851
22280,"Fernley, NV",2014,140,0,140,51339,2.72697169792945
22280,"Fernley, NV",2015,179,0,179,51986,3.4432347170392
22280,"Fernley, NV",2016,224,0,224,52726,4.24837840913401
22280,"Fernley, NV",2017,346,0,346,53915,6.41750904201057
22280,"Fernley, NV",2018,331,0,331,55808,5.93104931192661
22300,"Findlay, OH",1990,142,57,199,65551,3.03580418300255
22300,"Findlay, OH",1991,139,15,154,66114,2.32930997973198
22300,"Findlay, OH",1992,163,52,215,66775,3.21976787719955
22300,"Findlay, OH",1993,208,40,248,67206,3.69014671309109
22300,"Findlay, OH",1994,189,20,209,67726,3.08596403153885
22300,"Findlay, OH",1995,219,35,254,68223,3.72308459024083
22300,"Findlay, OH",1996,215,33,248,68480,3.6214953271028
22300,"Findlay, OH",1997,202,54,256,68602,3.73166963062301
22300,"Findlay, OH",1998,221,35,256,68994,3.71046757689074
22300,"Findlay, OH",1999,232,43,275,69342,3.96585042254334
22300,"Findlay, OH",2000,243,62,305,71321,4.2764403191206
22300,"Findlay, OH",2001,198,58,256,71972,3.55693880953704
22300,"Findlay, OH",2002,255,34,289,72617,3.97978434801768
22300,"Findlay, OH",2003,199,22,221,73118,3.02251155666183
22300,"Findlay, OH",2004,989,2,991,73532,13.4771256051787
22300,"Findlay, OH",2005,981,0,981,73585,13.3315213698444
22300,"Findlay, OH",2006,828,33,861,74167,11.608936589049
22300,"Findlay, OH",2007,638,19,657,74712,8.79376806938644
22300,"Findlay, OH",2008,440,8,448,74781,5.99082654685014
22300,"Findlay, OH",2009,75,0,75,74964,1.00048023051065
22300,"Findlay, OH",2010,83,3,86,74690,1.15142589369393
22300,"Findlay, OH",2011,78,0,78,74904,1.04133290611983
22300,"Findlay, OH",2012,87,0,87,75454,1.15302038327988
22300,"Findlay, OH",2013,94,0,94,75576,1.24378109452736
22300,"Findlay, OH",2014,90,2,92,75275,1.22218532049153
22300,"Findlay, OH",2015,93,6,99,75635,1.3089178290474
22300,"Findlay, OH",2016,91,112,203,75742,2.68015103905363
22300,"Findlay, OH",2017,102,2,104,75869,1.37078385111178
22300,"Findlay, OH",2018,110,16,126,75930,1.65942315290399
22340,"Fitzgerald, GA",1990,35,0,35,16215,2.15849522047487
22340,"Fitzgerald, GA",1991,33,2,35,16565,2.11288862058557
22340,"Fitzgerald, GA",1992,42,0,42,16625,2.52631578947368
22340,"Fitzgerald, GA",1993,39,8,47,16755,2.80513279618024
22340,"Fitzgerald, GA",1994,71,93,164,17066,9.60975038087425
22340,"Fitzgerald, GA",1995,31,6,37,17301,2.13860470493035
22340,"Fitzgerald, GA",1996,41,13,54,17320,3.11778290993072
22340,"Fitzgerald, GA",1997,39,6,45,17368,2.59097190234915
22340,"Fitzgerald, GA",1998,60,4,64,17423,3.67330540090685
22340,"Fitzgerald, GA",1999,46,0,46,17432,2.63882514915099
22340,"Fitzgerald, GA",2000,27,2,29,17483,1.65875421838357
22340,"Fitzgerald, GA",2001,29,4,33,17315,1.9058619693907
22340,"Fitzgerald, GA",2002,44,6,50,17178,2.91069973221562
22340,"Fitzgerald, GA",2003,68,2,70,17095,4.09476455103832
22340,"Fitzgerald, GA",2004,74,12,86,17106,5.02747573950661
22340,"Fitzgerald, GA",2005,74,4,78,17243,4.52357478397031
22340,"Fitzgerald, GA",2006,39,2,41,17525,2.339514978602
22340,"Fitzgerald, GA",2007,46,48,94,17719,5.30503978779841
22340,"Fitzgerald, GA",2008,30,0,30,17675,1.6973125884017
22340,"Fitzgerald, GA",2009,28,0,28,17581,1.59262840566521
22340,"Fitzgerald, GA",2010,36,0,36,17623,2.04278499687908
22340,"Fitzgerald, GA",2011,16,0,16,17566,0.910850506660594
22340,"Fitzgerald, GA",2012,15,0,15,17580,0.853242320819113
22340,"Fitzgerald, GA",2013,6,0,6,17429,0.344253829823857
22340,"Fitzgerald, GA",2014,11,0,11,17430,0.631095811818703
22340,"Fitzgerald, GA",2015,9,0,9,17334,0.519210799584631
22340,"Fitzgerald, GA",2016,7,0,7,17216,0.406598513011152
22340,"Fitzgerald, GA",2017,7,50,57,17001,3.35274395623787
22340,"Fitzgerald, GA",2018,12,46,58,16787,3.45505450646333
22380,"Flagstaff, AZ",1990,410,181,591,97084,6.08751184541222
22380,"Flagstaff, AZ",1991,406,240,646,99535,6.49017933390265
22380,"Flagstaff, AZ",1992,558,53,611,102290,5.97321341284583
22380,"Flagstaff, AZ",1993,581,167,748,105262,7.10607816685984
22380,"Flagstaff, AZ",1994,675,52,727,108267,6.71488080393841
22380,"Flagstaff, AZ",1995,645,687,1332,110434,12.0615027980513
22380,"Flagstaff, AZ",1996,644,715,1359,112059,12.12753995663
22380,"Flagstaff, AZ",1997,589,127,716,113708,6.29683047806663
22380,"Flagstaff, AZ",1998,567,153,720,114037,6.31374027727843
22380,"Flagstaff, AZ",1999,672,277,949,114368,8.29777560156687
22380,"Flagstaff, AZ",2000,581,102,683,116773,5.84895480975911
22380,"Flagstaff, AZ",2001,851,26,877,118283,7.41442134541735
22380,"Flagstaff, AZ",2002,827,38,865,121308,7.130609687737
22380,"Flagstaff, AZ",2003,847,342,1189,122882,9.67594928467961
22380,"Flagstaff, AZ",2004,893,17,910,125117,7.27319229201467
22380,"Flagstaff, AZ",2005,800,280,1080,127025,8.50226333398937
22380,"Flagstaff, AZ",2006,820,260,1080,128695,8.39193441858658
22380,"Flagstaff, AZ",2007,471,6,477,130442,3.6567976571963
22380,"Flagstaff, AZ",2008,277,6,283,131853,2.14632962465776
22380,"Flagstaff, AZ",2009,128,354,482,133477,3.61110903002015
22380,"Flagstaff, AZ",2010,186,129,315,134618,2.33995453802612
22380,"Flagstaff, AZ",2011,98,2,100,134269,0.744773551601635
22380,"Flagstaff, AZ",2012,206,612,818,136152,6.00799106880545
22380,"Flagstaff, AZ",2013,294,65,359,136713,2.62593901092069
22380,"Flagstaff, AZ",2014,290,270,560,137583,4.07027030955859
22380,"Flagstaff, AZ",2015,333,233,566,139024,4.07123949821614
22380,"Flagstaff, AZ",2016,401,246,647,140515,4.60449062377682
22380,"Flagstaff, AZ",2017,434,263,697,141107,4.93951398584053
22380,"Flagstaff, AZ",2018,657,8,665,142854,4.65510241225307
22420,"Flint, MI",1990,845,436,1281,431017,2.97204054596454
22420,"Flint, MI",1991,776,61,837,431577,1.93939899484912
22420,"Flint, MI",1992,895,240,1135,431646,2.629469519004
22420,"Flint, MI",1993,1022,201,1223,431720,2.83285462799963
22420,"Flint, MI",1994,1439,280,1719,432079,3.97843912802983
22420,"Flint, MI",1995,1515,397,1912,433923,4.40631171889944
22420,"Flint, MI",1996,1646,474,2120,435290,4.87031634083025
22420,"Flint, MI",1997,1437,517,1954,435293,4.48893044455114
22420,"Flint, MI",1998,1638,308,1946,435807,4.46527935531095
22420,"Flint, MI",1999,1903,903,2806,437396,6.41523927973735
22420,"Flint, MI",2000,1746,578,2324,436965,5.31850377032485
22420,"Flint, MI",2001,1864,1589,3453,438584,7.87306422486912
22420,"Flint, MI",2002,1900,503,2403,440062,5.46059418900064
22420,"Flint, MI",2003,2029,211,2240,441689,5.07144167049666
22420,"Flint, MI",2004,2158,240,2398,442534,5.41879268033643
22420,"Flint, MI",2005,1756,98,1854,442508,4.18975476149584
22420,"Flint, MI",2006,777,203,980,441164,2.22139612479713
22420,"Flint, MI",2007,434,42,476,438109,1.08648760924793
22420,"Flint, MI",2008,146,73,219,433082,0.505677908571587
22420,"Flint, MI",2009,83,66,149,427989,0.348139788639428
22420,"Flint, MI",2010,78,0,78,424951,0.183550574066186
22420,"Flint, MI",2011,66,0,66,421976,0.156406999450206
22420,"Flint, MI",2012,122,0,122,418167,0.291749468513776
22420,"Flint, MI",2013,227,0,227,415634,0.546153587050145
22420,"Flint, MI",2014,271,72,343,412868,0.83077400040691
22420,"Flint, MI",2015,345,68,413,410470,1.00616366604137
22420,"Flint, MI",2016,322,52,374,408901,0.914646821602295
22420,"Flint, MI",2017,404,30,434,407673,1.064578718728
22420,"Flint, MI",2018,435,195,630,406892,1.5483224049625
22500,"Florence, SC",1990,662,271,933,176688,5.28049443086118
22500,"Florence, SC",1991,666,208,874,179425,4.8711160652083
22500,"Florence, SC",1992,669,64,733,181872,4.03030702911938
22500,"Florence, SC",1993,654,173,827,183936,4.49612908837857
22500,"Florence, SC",1994,670,223,893,185418,4.81614514232707
22500,"Florence, SC",1995,669,62,731,187374,3.90128833242606
22500,"Florence, SC",1996,773,141,914,188446,4.85019581206287
22500,"Florence, SC",1997,757,189,946,190114,4.97596179134624
22500,"Florence, SC",1998,691,172,863,191042,4.51733126746998
22500,"Florence, SC",1999,721,112,833,191928,4.34016923012797
22500,"Florence, SC",2000,685,129,814,193290,4.21128873713074
22500,"Florence, SC",2001,226,6,232,194240,1.19439868204283
22500,"Florence, SC",2002,659,42,701,195590,3.58402781328289
22500,"Florence, SC",2003,251,0,251,197053,1.27376898600884
22500,"Florence, SC",2004,405,2,407,198010,2.05545174486137
22500,"Florence, SC",2005,906,0,906,199167,4.54894636159605
22500,"Florence, SC",2006,902,0,902,200913,4.48950540781333
22500,"Florence, SC",2007,777,272,1049,202246,5.18675276643296
22500,"Florence, SC",2008,430,143,573,203805,2.81151100316479
22500,"Florence, SC",2009,301,48,349,204825,1.70389356767973
22500,"Florence, SC",2010,353,123,476,205661,2.3144884056773
22500,"Florence, SC",2011,332,57,389,205790,1.89027649545653
22500,"Florence, SC",2012,285,28,313,206051,1.51904140237126
22500,"Florence, SC",2013,362,50,412,205995,2.00004854486759
22500,"Florence, SC",2014,331,48,379,206445,1.83584005425174
22500,"Florence, SC",2015,418,6,424,206259,2.05566787388672
22500,"Florence, SC",2016,432,63,495,205859,2.40455845991674
22500,"Florence, SC",2017,511,510,1021,205546,4.96725793739601
22500,"Florence, SC",2018,521,41,562,204961,2.7419850605725
22520,"Florence-Muscle Shoals, AL",1990,197,169,366,131696,2.77912768800875
22520,"Florence-Muscle Shoals, AL",1991,203,77,280,133014,2.1050415745711
22520,"Florence-Muscle Shoals, AL",1992,292,259,551,133867,4.11602560750596
22520,"Florence-Muscle Shoals, AL",1993,270,210,480,135063,3.5538970702561
22520,"Florence-Muscle Shoals, AL",1994,336,275,611,135284,4.51642470654327
22520,"Florence-Muscle Shoals, AL",1995,313,109,422,135853,3.10629871993994
22520,"Florence-Muscle Shoals, AL",1996,302,179,481,136591,3.52146188255449
22520,"Florence-Muscle Shoals, AL",1997,251,91,342,136995,2.49644147596628
22520,"Florence-Muscle Shoals, AL",1998,256,87,343,137088,2.50204248366013
22520,"Florence-Muscle Shoals, AL",1999,261,52,313,136758,2.28871437137133
22520,"Florence-Muscle Shoals, AL",2000,220,104,324,143036,2.26516401465365
22520,"Florence-Muscle Shoals, AL",2001,180,69,249,142584,1.74633900016832
22520,"Florence-Muscle Shoals, AL",2002,213,113,326,142163,2.29314237881868
22520,"Florence-Muscle Shoals, AL",2003,241,201,442,142382,3.10432498489978
22520,"Florence-Muscle Shoals, AL",2004,279,26,305,143112,2.13119794286992
22520,"Florence-Muscle Shoals, AL",2005,277,49,326,143717,2.26834682048749
22520,"Florence-Muscle Shoals, AL",2006,367,8,375,144707,2.5914433994209
22520,"Florence-Muscle Shoals, AL",2007,310,138,448,145593,3.07707101302947
22520,"Florence-Muscle Shoals, AL",2008,252,93,345,146675,2.35213908300665
22520,"Florence-Muscle Shoals, AL",2009,133,48,181,146952,1.23169470303228
22520,"Florence-Muscle Shoals, AL",2010,155,77,232,147261,1.57543409320866
22520,"Florence-Muscle Shoals, AL",2011,137,103,240,147141,1.63108854771953
22520,"Florence-Muscle Shoals, AL",2012,162,294,456,147236,3.09706865168845
22520,"Florence-Muscle Shoals, AL",2013,208,125,333,147239,2.26162905208539
22520,"Florence-Muscle Shoals, AL",2014,174,23,197,147481,1.33576528501977
22520,"Florence-Muscle Shoals, AL",2015,206,132,338,146847,2.30171539084898
22520,"Florence-Muscle Shoals, AL",2016,237,78,315,146824,2.1454258159429
22520,"Florence-Muscle Shoals, AL",2017,257,518,775,147100,5.26852481305235
22520,"Florence-Muscle Shoals, AL",2018,254,81,335,147149,2.27660398643552
22540,"Fond du Lac, WI",1990,193,204,397,90242,4.39928193080827
22540,"Fond du Lac, WI",1991,252,88,340,90991,3.73663329340264
22540,"Fond du Lac, WI",1992,340,176,516,91552,5.63614120936735
22540,"Fond du Lac, WI",1993,348,168,516,92153,5.59938363373954
22540,"Fond du Lac, WI",1994,365,216,581,92765,6.26313803697515
22540,"Fond du Lac, WI",1995,376,136,512,93326,5.486145339991
22540,"Fond du Lac, WI",1996,414,205,619,94108,6.57754919879288
22540,"Fond du Lac, WI",1997,325,244,569,94345,6.0310562297949
22540,"Fond du Lac, WI",1998,354,98,452,94626,4.77669984993554
22540,"Fond du Lac, WI",1999,338,132,470,94864,4.95446112329229
22540,"Fond du Lac, WI",2000,347,68,415,97390,4.26121778416675
22540,"Fond du Lac, WI",2001,328,237,565,97856,5.773790058862
22540,"Fond du Lac, WI",2002,370,159,529,98097,5.39262158883554
22540,"Fond du Lac, WI",2003,398,86,484,98470,4.91520259977658
22540,"Fond du Lac, WI",2004,378,126,504,98929,5.09456276723711
22540,"Fond du Lac, WI",2005,398,220,618,99297,6.22375298347382
22540,"Fond du Lac, WI",2006,306,136,442,99920,4.42353883106485
22540,"Fond du Lac, WI",2007,243,30,273,100520,2.71587743732591
22540,"Fond du Lac, WI",2008,149,161,310,101122,3.06560392397302
22540,"Fond du Lac, WI",2009,118,86,204,101370,2.01242971293282
22540,"Fond du Lac, WI",2010,113,116,229,101581,2.25435859068133
22540,"Fond du Lac, WI",2011,86,151,237,101811,2.32784276748092
22540,"Fond du Lac, WI",2012,83,166,249,101785,2.4463329567225
22540,"Fond du Lac, WI",2013,114,144,258,101792,2.53458032065388
22540,"Fond du Lac, WI",2014,106,134,240,101986,2.35326417351401
22540,"Fond du Lac, WI",2015,140,55,195,101951,1.91268354405548
22540,"Fond du Lac, WI",2016,152,213,365,102201,3.57139362628546
22540,"Fond du Lac, WI",2017,185,0,185,102371,1.80715241621162
22540,"Fond du Lac, WI",2018,149,126,275,103066,2.66819319659247
22580,"Forest City, NC",1990,209,34,243,57169,4.25055537091781
22580,"Forest City, NC",1991,179,20,199,57705,3.44857464691101
22580,"Forest City, NC",1992,187,6,193,58070,3.32357499569485
22580,"Forest City, NC",1993,232,56,288,58540,4.91971301674069
22580,"Forest City, NC",1994,206,17,223,58948,3.78299518219448
22580,"Forest City, NC",1995,216,12,228,59502,3.8318039729757
22580,"Forest City, NC",1996,239,28,267,59692,4.47296120083093
22580,"Forest City, NC",1997,254,13,267,60255,4.43116753796365
22580,"Forest City, NC",1998,284,10,294,60909,4.82687287592967
22580,"Forest City, NC",1999,315,31,346,61420,5.63334418756105
22580,"Forest City, NC",2000,280,10,290,63064,4.59850310795382
22580,"Forest City, NC",2001,293,14,307,63671,4.82166135289221
22580,"Forest City, NC",2002,318,18,336,63924,5.25624178712221
22580,"Forest City, NC",2003,292,11,303,64475,4.69949592865452
22580,"Forest City, NC",2004,332,12,344,64692,5.31750448277994
22580,"Forest City, NC",2005,399,38,437,65126,6.71006971102171
22580,"Forest City, NC",2006,441,0,441,65855,6.69653025586516
22580,"Forest City, NC",2007,358,2,360,66305,5.42945479224794
22580,"Forest City, NC",2008,237,2,239,67145,3.55946086827016
22580,"Forest City, NC",2009,113,0,113,67561,1.6725625730821
22580,"Forest City, NC",2010,111,0,111,67737,1.63869081890252
22580,"Forest City, NC",2011,93,0,93,67408,1.37965820080703
22580,"Forest City, NC",2012,100,6,106,67214,1.57705239979766
22580,"Forest City, NC",2013,148,0,148,66848,2.21397797989469
22580,"Forest City, NC",2014,83,56,139,66567,2.0881217420043
22580,"Forest City, NC",2015,106,4,110,66388,1.65692595047298
22580,"Forest City, NC",2016,122,0,122,66311,1.83981541524031
22580,"Forest City, NC",2017,131,2,133,66568,1.99795697632496
22580,"Forest City, NC",2018,150,0,150,66826,2.24463532158142
22620,"Forrest City, AR",1990,27,0,27,28441,0.949333708378749
22620,"Forrest City, AR",1991,12,0,12,28306,0.423938387620999
22620,"Forrest City, AR",1992,15,10,25,28162,0.887721042539592
22620,"Forrest City, AR",1993,19,15,34,28029,1.21302936244604
22620,"Forrest City, AR",1994,26,28,54,28097,1.92191337153433
22620,"Forrest City, AR",1995,19,18,37,28352,1.30502257336343
22620,"Forrest City, AR",1996,19,8,27,28441,0.949333708378749
22620,"Forrest City, AR",1997,15,20,35,28464,1.22962338392355
22620,"Forrest City, AR",1998,21,4,25,28177,0.887248465060155
22620,"Forrest City, AR",1999,24,0,24,27867,0.861233717300032
22620,"Forrest City, AR",2000,16,64,80,29325,2.72804774083546
22620,"Forrest City, AR",2001,8,0,8,29072,0.275178866263071
22620,"Forrest City, AR",2002,18,18,36,29023,1.2403955483582
22620,"Forrest City, AR",2003,12,2,14,29170,0.479945149125814
22620,"Forrest City, AR",2004,20,21,41,28905,1.41843971631206
22620,"Forrest City, AR",2005,16,24,40,28639,1.39669681203953
22620,"Forrest City, AR",2006,17,0,17,28496,0.596574957888827
22620,"Forrest City, AR",2007,13,2,15,28394,0.528280622666761
22620,"Forrest City, AR",2008,7,0,7,28110,0.249021700462469
22620,"Forrest City, AR",2009,3,0,3,28336,0.105872388481084
22620,"Forrest City, AR",2010,0,0,0,28195,0
22620,"Forrest City, AR",2011,3,40,43,27989,1.53631783915109
22620,"Forrest City, AR",2012,45,0,45,27993,1.60754474332869
22620,"Forrest City, AR",2013,5,0,5,27510,0.181752090149037
22620,"Forrest City, AR",2014,0,0,0,27096,0
22620,"Forrest City, AR",2015,0,0,0,26654,0
22620,"Forrest City, AR",2016,3,0,3,26344,0.113877922866687
22620,"Forrest City, AR",2017,1,0,1,25938,0.0385534736679775
22620,"Forrest City, AR",2018,2,0,2,25439,0.0786194425881521
22660,"Fort Collins, CO",1990,1017,219,1236,187070,6.60715240284386
22660,"Fort Collins, CO",1991,1266,277,1543,191973,8.03758861923291
22660,"Fort Collins, CO",1992,1740,188,1928,198012,9.73678362927499
22660,"Fort Collins, CO",1993,2274,344,2618,204850,12.7800829875519
22660,"Fort Collins, CO",1994,2514,688,3202,212394,15.0757554356526
22660,"Fort Collins, CO",1995,2186,611,2797,217090,12.8840573034225
22660,"Fort Collins, CO",1996,2426,1065,3491,221461,15.763497861926
22660,"Fort Collins, CO",1997,2293,484,2777,225591,12.309888249088
22660,"Fort Collins, CO",1998,2647,575,3222,231235,13.9338767920081
22660,"Fort Collins, CO",1999,2583,1008,3591,235959,15.2187456295373
22660,"Fort Collins, CO",2000,2724,800,3524,253072,13.9248909401277
22660,"Fort Collins, CO",2001,2640,1024,3664,260541,14.0630457394422
22660,"Fort Collins, CO",2002,2530,506,3036,265372,11.4405438403449
22660,"Fort Collins, CO",2003,2284,719,3003,268448,11.1865240195494
22660,"Fort Collins, CO",2004,2718,534,3252,271510,11.9774593937608
22660,"Fort Collins, CO",2005,2271,616,2887,275116,10.4937553613748
22660,"Fort Collins, CO",2006,1432,808,2240,280713,7.97968031405742
22660,"Fort Collins, CO",2007,1116,225,1341,286112,4.68697572978414
22660,"Fort Collins, CO",2008,649,616,1265,291650,4.33739070804046
22660,"Fort Collins, CO",2009,361,90,451,296696,1.52007441960795
22660,"Fort Collins, CO",2010,477,676,1153,300450,3.83757696788151
22660,"Fort Collins, CO",2011,702,490,1192,305237,3.90516221821077
22660,"Fort Collins, CO",2012,1139,729,1868,310856,6.00921326916643
22660,"Fort Collins, CO",2013,1489,888,2377,316258,7.5160154051439
22660,"Fort Collins, CO",2014,1627,871,2498,324061,7.70842526561357
22660,"Fort Collins, CO",2015,1720,714,2434,333309,7.3025330849152
22660,"Fort Collins, CO",2016,1622,1910,3532,338926,10.421153880198
22660,"Fort Collins, CO",2017,2027,908,2935,343993,8.53215036352484
22660,"Fort Collins, CO",2018,1679,1265,2944,350518,8.3989980543082
22700,"Fort Dodge, IA",1990,28,0,28,40324,0.694375557980359
22700,"Fort Dodge, IA",1991,37,0,37,40231,0.919688797196192
22700,"Fort Dodge, IA",1992,54,0,54,40095,1.34680134680135
22700,"Fort Dodge, IA",1993,26,2,28,39868,0.702317648239189
22700,"Fort Dodge, IA",1994,33,2,35,39432,0.887603976465815
22700,"Fort Dodge, IA",1995,38,52,90,39269,2.2918841834526
22700,"Fort Dodge, IA",1996,38,74,112,38955,2.87511230907457
22700,"Fort Dodge, IA",1997,45,7,52,38685,1.34419025462065
22700,"Fort Dodge, IA",1998,66,10,76,38984,1.94951775087215
22700,"Fort Dodge, IA",1999,56,20,76,39496,1.9242454932145
22700,"Fort Dodge, IA",2000,72,10,82,40234,2.03807724809862
22700,"Fort Dodge, IA",2001,71,18,89,40045,2.22249968785117
22700,"Fort Dodge, IA",2002,51,40,91,39654,2.29485045644828
