cbsa_code,cbsa_name_full,year,permits_sf,permits_mf,permits_tot,population,permits_per_capita
10100,"Aberdeen, SD",1990,54,26,80,39854,2.00732674261053
10100,"Aberdeen, SD",1991,43,16,59,39813,1.48192801346294
10100,"Aberdeen, SD",1992,77,8,85,39929,2.12877858198302
10100,"Aberdeen, SD",1993,71,17,88,40064,2.19648562300319
10100,"Aberdeen, SD",1994,62,22,84,40108,2.094345267777
10100,"Aberdeen, SD",1995,80,33,113,40170,2.81304456061738
10100,"Aberdeen, SD",1996,57,145,202,40194,5.02562571528089
10100,"Aberdeen, SD",1997,45,6,51,39912,1.27781118460613
10100,"Aberdeen, SD",1998,44,9,53,39590,1.33872189946956
10100,"Aberdeen, SD",1999,60,12,72,39390,1.82787509520183
10100,"Aberdeen, SD",2000,61,56,117,39825,2.93785310734463
10100,"Aberdeen, SD",2001,71,16,87,39602,2.19685874450785
10100,"Aberdeen, SD",2002,97,66,163,39417,4.13527158332699
10100,"Aberdeen, SD",2003,87,24,111,39419,2.81590096146528
10100,"Aberdeen, SD",2004,123,13,136,39440,3.44827586206897
10100,"Aberdeen, SD",2005,127,21,148,39569,3.74030175137102
10100,"Aberdeen, SD",2006,112,18,130,39604,3.28249671750328
10100,"Aberdeen, SD",2007,141,46,187,39847,4.69295053579943
10100,"Aberdeen, SD",2008,141,14,155,39915,3.88325191030941
10100,"Aberdeen, SD",2009,126,173,299,40219,7.43429722270569
10100,"Aberdeen, SD",2010,101,90,191,40717,4.6909153424859404
10100,"Aberdeen, SD",2011,131,92,223,40962,5.44407011376398
10100,"Aberdeen, SD",2012,139,203,342,41576,8.22589955743698
10100,"Aberdeen, SD",2013,141,177,318,42155,7.54358913533389
10100,"Aberdeen, SD",2014,91,69,160,42220,3.78967314069162
10100,"Aberdeen, SD",2015,92,97,189,42404,4.45712668616168
10100,"Aberdeen, SD",2016,109,0,109,42849,2.54381665849845
10100,"Aberdeen, SD",2017,84,72,156,43235,3.60818781080143
10100,"Aberdeen, SD",2018,63,20,83,43191,1.921696649765
10140,"Aberdeen, WA",1990,126,2,128,64397,1.98767023308539
10140,"Aberdeen, WA",1991,163,6,169,64650,2.61407579273008
10140,"Aberdeen, WA",1992,185,13,198,65418,3.02668990186187
10140,"Aberdeen, WA",1993,197,55,252,65992,3.81864468420415
10140,"Aberdeen, WA",1994,207,104,311,66647,4.66637658109142
10140,"Aberdeen, WA",1995,215,15,230,67277,3.41870178515689
10140,"Aberdeen, WA",1996,341,94,435,67769,6.41886408239756
10140,"Aberdeen, WA",1997,235,65,300,68030,4.40981919741291
10140,"Aberdeen, WA",1998,180,52,232,67477,3.43820857477363
10140,"Aberdeen, WA",1999,189,28,217,67278,3.22542287226136
10140,"Aberdeen, WA",2000,186,34,220,67075,3.27991054789415
10140,"Aberdeen, WA",2001,207,11,218,67896,3.21079297749499
10140,"Aberdeen, WA",2002,218,8,226,68264,3.310676198289
10140,"Aberdeen, WA",2003,291,38,329,69065,4.76362846593788
10140,"Aberdeen, WA",2004,294,76,370,69775,5.30275886778932
10140,"Aberdeen, WA",2005,335,85,420,70423,5.96396063785979
10140,"Aberdeen, WA",2006,444,89,533,71256,7.48007185359829
10140,"Aberdeen, WA",2007,462,41,503,71827,7.00293761398917
10140,"Aberdeen, WA",2008,250,84,334,72027,4.63714995765477
10140,"Aberdeen, WA",2009,142,24,166,72468,2.29066622509245
10140,"Aberdeen, WA",2010,163,3,166,72843,2.27887374215779
10140,"Aberdeen, WA",2011,104,10,114,72357,1.57552137319126
10140,"Aberdeen, WA",2012,125,0,125,71770,1.74167479448237
10140,"Aberdeen, WA",2013,122,0,122,71046,1.71719730878586
10140,"Aberdeen, WA",2014,140,2,142,70783,2.00613141573542
10140,"Aberdeen, WA",2015,174,4,178,71027,2.5060892336717
10140,"Aberdeen, WA",2016,207,0,207,71572,2.89219247750517
10140,"Aberdeen, WA",2017,251,0,251,72553,3.45953992253939
10140,"Aberdeen, WA",2018,455,8,463,73901,6.26513849609613
10180,"Abilene, TX",1990,109,13,122,147693,0.826037794614504
10180,"Abilene, TX",1991,148,4,152,146701,1.03612108983579
10180,"Abilene, TX",1992,275,8,283,148648,1.90382648942468
10180,"Abilene, TX",1993,300,18,318,150992,2.10607184486595
10180,"Abilene, TX",1994,264,202,466,151259,3.0808084147059
10180,"Abilene, TX",1995,243,182,425,152929,2.7790674103669
10180,"Abilene, TX",1996,258,128,386,152568,2.53001940118504
10180,"Abilene, TX",1997,224,3,227,153007,1.48359225394917
10180,"Abilene, TX",1998,262,4,266,153264,1.73556738699238
10180,"Abilene, TX",1999,189,6,195,154098,1.26542849355605
10180,"Abilene, TX",2000,171,210,381,160288,2.3769714513875
10180,"Abilene, TX",2001,178,412,590,158917,3.71262986338781
10180,"Abilene, TX",2002,165,28,193,159012,1.21374487460066
10180,"Abilene, TX",2003,199,22,221,158810,1.39160002518733
10180,"Abilene, TX",2004,283,8,291,160156,1.81697844601514
10180,"Abilene, TX",2005,310,36,346,160761,2.15226329769036
10180,"Abilene, TX",2006,333,32,365,161389,2.26161634312128
10180,"Abilene, TX",2007,283,10,293,162023,1.80838522925757
10180,"Abilene, TX",2008,190,6,196,162508,1.20609446919536
10180,"Abilene, TX",2009,214,0,214,163888,1.30576979400566
10180,"Abilene, TX",2010,272,118,390,165583,2.35531425327479
10180,"Abilene, TX",2011,153,6,159,166616,0.954290104191674
10180,"Abilene, TX",2012,241,214,455,167447,2.71727770578153
10180,"Abilene, TX",2013,292,14,306,167472,1.82717110920034
10180,"Abilene, TX",2014,284,0,284,168355,1.68691158563749
10180,"Abilene, TX",2015,303,232,535,169704,3.15254796586999
10180,"Abilene, TX",2016,298,8,306,170018,1.7998094319425
10180,"Abilene, TX",2017,282,40,322,170516,1.88838584062493
10180,"Abilene, TX",2018,335,22,357,171451,2.08222757522557
10220,"Ada, OK",1990,6,0,6,34101,0.175947919415853
10220,"Ada, OK",1991,17,0,17,34022,0.499676679795427
10220,"Ada, OK",1992,14,0,14,33918,0.412760186331741
10220,"Ada, OK",1993,23,0,23,33944,0.677586613245345
10220,"Ada, OK",1994,15,8,23,34185,0.672809711861928
10220,"Ada, OK",1995,18,0,18,34572,0.520652551197501
10220,"Ada, OK",1996,19,0,19,34937,0.54383604774308
10220,"Ada, OK",1997,21,0,21,34625,0.606498194945848
10220,"Ada, OK",1998,17,0,17,34631,0.490889665328752
10220,"Ada, OK",1999,18,0,18,34561,0.520818263360435
10220,"Ada, OK",2000,18,14,32,35148,0.910435871173324
10220,"Ada, OK",2001,19,12,31,34866,0.889118338782768
10220,"Ada, OK",2002,21,12,33,34929,0.944773683758481
10220,"Ada, OK",2003,23,10,33,35048,0.941565852545081
10220,"Ada, OK",2004,25,8,33,35097,0.940251303530216
10220,"Ada, OK",2005,20,2,22,35267,0.623812629370233
10220,"Ada, OK",2006,34,58,92,35525,2.58972554539057
10220,"Ada, OK",2007,23,0,23,36157,0.636114721907238
10220,"Ada, OK",2008,22,38,60,36687,1.63545670128383
10220,"Ada, OK",2009,60,0,60,37283,1.60931255532012
10220,"Ada, OK",2010,38,48,86,37599,2.28729487486369
10220,"Ada, OK",2011,5,0,5,37760,0.132415254237288
10220,"Ada, OK",2012,7,18,25,38080,0.656512605042017
10220,"Ada, OK",2013,15,2,17,38178,0.445282623500445
10220,"Ada, OK",2014,14,92,106,38308,2.76704604782291
10220,"Ada, OK",2015,21,6,27,38354,0.703968295353809
10220,"Ada, OK",2016,21,52,73,38525,1.89487345879299
10220,"Ada, OK",2017,25,0,25,38354,0.651822495697972
10220,"Ada, OK",2018,19,10,29,38247,0.758229403613355
10300,"Adrian, MI",1990,287,110,397,91783,4.32541974003901
10300,"Adrian, MI",1991,263,97,360,93351,3.85641289327377
10300,"Adrian, MI",1992,230,75,305,93945,3.24658044600564
10300,"Adrian, MI",1993,290,40,330,94823,3.4801683135948
10300,"Adrian, MI",1994,345,43,388,95321,4.07045666747097
10300,"Adrian, MI",1995,339,125,464,96326,4.81697568673048
10300,"Adrian, MI",1996,352,35,387,97068,3.98689578439857
10300,"Adrian, MI",1997,389,88,477,97886,4.87301554869951
10300,"Adrian, MI",1998,558,60,618,98657,6.26412722868119
10300,"Adrian, MI",1999,574,65,639,99782,6.40396063418252
10300,"Adrian, MI",2000,475,23,498,99069,5.02679950337643
10300,"Adrian, MI",2001,538,12,550,99626,5.52064722060506
10300,"Adrian, MI",2002,499,28,527,100293,5.25460401024997
10300,"Adrian, MI",2003,548,8,556,100704,5.52113123609787
10300,"Adrian, MI",2004,533,4,537,101216,5.30548529876699
10300,"Adrian, MI",2005,454,78,532,101367,5.24825633588841
10300,"Adrian, MI",2006,358,44,402,101715,3.95221943666126
10300,"Adrian, MI",2007,242,8,250,101657,2.45925022379177
10300,"Adrian, MI",2008,154,0,154,101169,1.52220541865591
10300,"Adrian, MI",2009,103,0,103,100250,1.02743142144638
10300,"Adrian, MI",2010,102,0,102,99635,1.02373663873137
10300,"Adrian, MI",2011,94,0,94,99337,0.946273795262591
10300,"Adrian, MI",2012,131,0,131,99004,1.32317886146014
10300,"Adrian, MI",2013,117,0,117,98803,1.18417456959809
10300,"Adrian, MI",2014,92,0,92,98737,0.931768232780012
10300,"Adrian, MI",2015,75,6,81,98385,0.82329623418204
10300,"Adrian, MI",2016,110,0,110,98499,1.11676260672697
10300,"Adrian, MI",2017,105,0,105,98482,1.06618468349546
10300,"Adrian, MI",2018,105,0,105,98266,1.06852828038182
10420,"Akron, OH",1990,2166,1166,3332,658573,5.05942393629863
10420,"Akron, OH",1991,2051,327,2378,664067,3.5809639689971
10420,"Akron, OH",1992,2441,1341,3782,669000,5.65321375186846
10420,"Akron, OH",1993,2564,451,3015,673025,4.47977415400617
10420,"Akron, OH",1994,2915,874,3789,676637,5.5997528955703
10420,"Akron, OH",1995,2526,566,3092,680386,4.54447916329848
10420,"Akron, OH",1996,2645,1253,3898,685162,5.68916548203199
10420,"Akron, OH",1997,2347,1360,3707,687033,5.39566512816706
10420,"Akron, OH",1998,2645,1368,4013,688288,5.83040820121809
10420,"Akron, OH",1999,3150,494,3644,690053,5.2807537971721
10420,"Akron, OH",2000,2576,766,3342,695946,4.80209671440026
10420,"Akron, OH",2001,2511,719,3230,698108,4.62679127011866
10420,"Akron, OH",2002,2182,452,2634,699533,3.76536918201143
10420,"Akron, OH",2003,2730,460,3190,701139,4.54973978055706
10420,"Akron, OH",2004,2480,454,2934,701811,4.18061272906808
10420,"Akron, OH",2005,2310,414,2724,702498,3.87759111057967
10420,"Akron, OH",2006,1746,463,2209,702433,3.14478391533427
10420,"Akron, OH",2007,1379,215,1594,703423,2.26606181486815
10420,"Akron, OH",2008,871,168,1039,703300,1.47732120005687
10420,"Akron, OH",2009,670,71,741,703361,1.05351306086064
10420,"Akron, OH",2010,657,79,736,703035,1.04688955741891
10420,"Akron, OH",2011,637,485,1122,703123,1.59573787232106
10420,"Akron, OH",2012,611,7,618,702080,0.880241567912489
10420,"Akron, OH",2013,666,24,690,703625,0.980635992183336
10420,"Akron, OH",2014,684,79,763,704921,1.08239079272713
10420,"Akron, OH",2015,792,175,967,704448,1.37270600526937
10420,"Akron, OH",2016,905,4,909,703690,1.29176199747048
10420,"Akron, OH",2017,901,19,920,704367,1.30613728354679
10420,"Akron, OH",2018,1011,199,1210,704845,1.71668948492222
10460,"Alamogordo, NM",1990,52,0,52,51791,1.00403545017474
10460,"Alamogordo, NM",1991,57,0,57,52076,1.09455411321914
10460,"Alamogordo, NM",1992,113,0,113,51869,2.17856523164125
10460,"Alamogordo, NM",1993,132,0,132,52870,2.4966899943257
10460,"Alamogordo, NM",1994,138,0,138,54267,2.54298192271546
10460,"Alamogordo, NM",1995,152,2,154,55159,2.79192878768651
10460,"Alamogordo, NM",1996,99,106,205,55537,3.69123287177917
10460,"Alamogordo, NM",1997,103,70,173,55396,3.12296916744891
10460,"Alamogordo, NM",1998,61,284,345,54363,6.34622813310524
10460,"Alamogordo, NM",1999,98,2,100,54147,1.84682438546919
10460,"Alamogordo, NM",2000,96,48,144,62151,2.31693778056668
10460,"Alamogordo, NM",2001,79,0,79,61277,1.2892276057901
10460,"Alamogordo, NM",2002,104,0,104,61194,1.69951302415269
10460,"Alamogordo, NM",2003,168,0,168,61371,2.73744928386371
10460,"Alamogordo, NM",2004,209,14,223,62662,3.55877565350611
10460,"Alamogordo, NM",2005,228,62,290,62533,4.63755137287512
10460,"Alamogordo, NM",2006,200,25,225,62200,3.61736334405145
10460,"Alamogordo, NM",2007,159,3,162,62466,2.59341081548362
10460,"Alamogordo, NM",2008,65,3,68,62498,1.08803481711415
10460,"Alamogordo, NM",2009,3,0,3,62462,0.0480292017546668
10460,"Alamogordo, NM",2010,2,0,2,64399,0.0310563828630879
10460,"Alamogordo, NM",2011,1,0,1,65644,0.015233684723661
10460,"Alamogordo, NM",2012,5,0,5,66226,0.0754990487119862
10460,"Alamogordo, NM",2013,4,0,4,66326,0.0603081747730905
10460,"Alamogordo, NM",2014,0,0,0,65362,0
10460,"Alamogordo, NM",2015,0,0,0,64739,0
10460,"Alamogordo, NM",2016,2,0,2,65644,0.0304673694473219
10460,"Alamogordo, NM",2017,4,0,4,66198,0.0604247862473187
10460,"Alamogordo, NM",2018,0,0,0,66781,0
10500,"Albany, GA",1990,352,109,461,142967,3.22452034385557
10500,"Albany, GA",1991,421,158,579,143874,4.02435464364652
10500,"Albany, GA",1992,450,227,677,145799,4.64337889834635
10500,"Albany, GA",1993,489,365,854,147324,5.79674730525916
10500,"Albany, GA",1994,544,303,847,148306,5.71116475395466
10500,"Albany, GA",1995,700,560,1260,148794,8.46808339045929
10500,"Albany, GA",1996,891,186,1077,150021,7.1789949407083
10500,"Albany, GA",1997,898,123,1021,150840,6.76876160169716
10500,"Albany, GA",1998,708,12,720,151320,4.75812846946868
10500,"Albany, GA",1999,727,26,753,151161,4.98144362633219
10500,"Albany, GA",2000,555,218,773,153585,5.03304359149656
10500,"Albany, GA",2001,600,18,618,153730,4.02003512652052
10500,"Albany, GA",2002,627,58,685,153024,4.47642199916353
10500,"Albany, GA",2003,611,296,907,152790,5.93625237253747
10500,"Albany, GA",2004,671,202,873,156911,5.56366347802257
10500,"Albany, GA",2005,689,62,751,156886,4.78691533980088
10500,"Albany, GA",2006,647,80,727,157412,4.61845348512185
10500,"Albany, GA",2007,463,127,590,157367,3.74919773523039
10500,"Albany, GA",2008,237,57,294,157551,1.86606241788373
10500,"Albany, GA",2009,183,30,213,157969,1.34836581860998
10500,"Albany, GA",2010,172,76,248,157589,1.57371390135098
10500,"Albany, GA",2011,182,24,206,157853,1.30501162473947
10500,"Albany, GA",2012,201,28,229,157349,1.45536355490025
10500,"Albany, GA",2013,222,35,257,156019,1.64723527262705
10500,"Albany, GA",2014,235,36,271,155248,1.74559414614037
10500,"Albany, GA",2015,166,37,203,153604,1.32158016718315
10500,"Albany, GA",2016,176,54,230,152353,1.50965192677532
10500,"Albany, GA",2017,411,5,416,151293,2.74963150971955
10500,"Albany, GA",2018,170,18,188,153009,1.2286858942938
10540,"Albany, OR",1990,140,17,157,91737,1.71141415132389
10540,"Albany, OR",1991,184,43,227,93385,2.43079723724367
10540,"Albany, OR",1992,223,89,312,94547,3.29994605857404
10540,"Albany, OR",1993,348,103,451,96135,4.69131949862173
10540,"Albany, OR",1994,321,307,628,97769,6.4233039102374
10540,"Albany, OR",1995,291,233,524,99927,5.24382799443594
10540,"Albany, OR",1996,342,48,390,101885,3.82784511949747
10540,"Albany, OR",1997,426,266,692,103591,6.68011699858096
10540,"Albany, OR",1998,503,301,804,104536,7.69113032830795
10540,"Albany, OR",1999,348,268,616,105459,5.84113257284822
10540,"Albany, OR",2000,369,143,512,103020,4.96990875558144
10540,"Albany, OR",2001,430,129,559,103544,5.39867109634551
10540,"Albany, OR",2002,544,24,568,104561,5.43223572842647
10540,"Albany, OR",2003,630,47,677,106035,6.384684302353
10540,"Albany, OR",2004,792,113,905,106799,8.47386211481381
10540,"Albany, OR",2005,865,150,1015,108132,9.38667554470462
10540,"Albany, OR",2006,783,108,891,110764,8.04412986168791
10540,"Albany, OR",2007,616,183,799,112932,7.07505401480537
10540,"Albany, OR",2008,260,280,540,114967,4.69700000869815
10540,"Albany, OR",2009,236,10,246,116001,2.12067137352264
10540,"Albany, OR",2010,161,13,174,116887,1.48861721149486
10540,"Albany, OR",2011,130,50,180,118155,1.52342262282595
10540,"Albany, OR",2012,152,76,228,118273,1.92774344102204
10540,"Albany, OR",2013,269,186,455,118416,3.84238616403189
10540,"Albany, OR",2014,270,123,393,119063,3.30077354005862
10540,"Albany, OR",2015,344,21,365,120244,3.03549449452779
10540,"Albany, OR",2016,395,10,405,122730,3.29992666829626
10540,"Albany, OR",2017,481,58,539,124977,4.31279355401394
10540,"Albany, OR",2018,446,94,540,127335,4.24078218871481
10580,"Albany-Schenectady-Troy, NY",1990,2062,791,2853,811248,3.5168037394237
10580,"Albany-Schenectady-Troy, NY",1991,2321,583,2904,817743,3.55123798063695
10580,"Albany-Schenectady-Troy, NY",1992,2527,541,3068,823324,3.72635803158902
10580,"Albany-Schenectady-Troy, NY",1993,2675,409,3084,826435,3.7316909375813
10580,"Albany-Schenectady-Troy, NY",1994,2267,600,2867,829030,3.45825844661834
10580,"Albany-Schenectady-Troy, NY",1995,1675,771,2446,828254,2.95320034675353
10580,"Albany-Schenectady-Troy, NY",1996,1696,860,2556,825442,3.09652283261574
10580,"Albany-Schenectady-Troy, NY",1997,1761,505,2266,821776,2.75744241739842
10580,"Albany-Schenectady-Troy, NY",1998,2248,1107,3355,820425,4.08934393759332
10580,"Albany-Schenectady-Troy, NY",1999,2258,582,2840,820502,3.46129564583633
10580,"Albany-Schenectady-Troy, NY",2000,2184,413,2597,827399,3.1387516784526
10580,"Albany-Schenectady-Troy, NY",2001,2377,532,2909,831034,3.50045846499662
10580,"Albany-Schenectady-Troy, NY",2002,2639,587,3226,836753,3.85537906646286
10580,"Albany-Schenectady-Troy, NY",2003,2602,620,3222,844619,3.81473776933742
10580,"Albany-Schenectady-Troy, NY",2004,2608,660,3268,850384,3.84296976424768
10580,"Albany-Schenectady-Troy, NY",2005,2284,1355,3639,854604,4.25811252931182
10580,"Albany-Schenectady-Troy, NY",2006,1836,614,2450,860365,2.8476286227357
10580,"Albany-Schenectady-Troy, NY",2007,1591,1112,2703,863068,3.13185056102184
10580,"Albany-Schenectady-Troy, NY",2008,1208,684,1892,866282,2.18404630362861
10580,"Albany-Schenectady-Troy, NY",2009,1109,271,1380,869361,1.58737279450079
10580,"Albany-Schenectady-Troy, NY",2010,1099,330,1429,871080,1.64049226247876
10580,"Albany-Schenectady-Troy, NY",2011,890,874,1764,872701,2.02131084987871
10580,"Albany-Schenectady-Troy, NY",2012,1149,1077,2226,874674,2.54494817497719
10580,"Albany-Schenectady-Troy, NY",2013,1221,788,2009,877095,2.29051585062051
10580,"Albany-Schenectady-Troy, NY",2014,1203,1028,2231,878184,2.54046987874978
10580,"Albany-Schenectady-Troy, NY",2015,1185,2438,3623,879131,4.12111505566292
10580,"Albany-Schenectady-Troy, NY",2016,1380,1473,2853,879790,3.24281930915332
10580,"Albany-Schenectady-Troy, NY",2017,1212,1134,2346,882130,2.65947195991521
10580,"Albany-Schenectady-Troy, NY",2018,1231,1008,2239,883169,2.53518862188324
10620,"Albemarle, NC",1990,190,8,198,51877,3.81672031921661
10620,"Albemarle, NC",1991,178,2,180,52500,3.42857142857143
10620,"Albemarle, NC",1992,210,13,223,52826,4.2214061257714
10620,"Albemarle, NC",1993,228,21,249,53198,4.68062709124403
10620,"Albemarle, NC",1994,208,20,228,53863,4.23296140207564
10620,"Albemarle, NC",1995,193,24,217,54162,4.00649902145416
10620,"Albemarle, NC",1996,190,2,192,54689,3.51076084770246
10620,"Albemarle, NC",1997,246,10,256,55511,4.61169858226297
10620,"Albemarle, NC",1998,235,8,243,55886,4.34813727946176
10620,"Albemarle, NC",1999,270,8,278,56618,4.91009926171889
10620,"Albemarle, NC",2000,275,12,287,58246,4.92737698726093
10620,"Albemarle, NC",2001,278,70,348,58674,5.93107679721853
10620,"Albemarle, NC",2002,308,69,377,58689,6.42369098127417
10620,"Albemarle, NC",2003,331,85,416,58748,7.08109212228501
10620,"Albemarle, NC",2004,390,86,476,58638,8.11760291960845
10620,"Albemarle, NC",2005,426,90,516,58931,8.75600278291561
10620,"Albemarle, NC",2006,376,85,461,59185,7.78913576075019
10620,"Albemarle, NC",2007,288,69,357,59849,5.96501194673261
10620,"Albemarle, NC",2008,196,61,257,60418,4.25369922870668
10620,"Albemarle, NC",2009,132,21,153,60496,2.52909283258397
10620,"Albemarle, NC",2010,118,12,130,60576,2.14606444796619
10620,"Albemarle, NC",2011,98,0,98,60520,1.61929940515532
10620,"Albemarle, NC",2012,88,38,126,60456,2.08416038110361
10620,"Albemarle, NC",2013,103,0,103,60631,1.69880094341179
10620,"Albemarle, NC",2014,92,0,92,60619,1.51767597617909
10620,"Albemarle, NC",2015,92,0,92,60635,1.5172755009483
10620,"Albemarle, NC",2016,199,0,199,60792,3.27345703382024
10620,"Albemarle, NC",2017,263,0,263,61451,4.27983271224227
10620,"Albemarle, NC",2018,272,0,272,62075,4.38179621425695
10660,"Albert Lea, MN",1990,34,14,48,33049,1.45238887712185
10660,"Albert Lea, MN",1991,32,16,48,32723,1.46685817315038
10660,"Albert Lea, MN",1992,37,12,49,32559,1.50496022605117
10660,"Albert Lea, MN",1993,37,2,39,32619,1.19562218339005
10660,"Albert Lea, MN",1994,31,89,120,32396,3.70416100753179
10660,"Albert Lea, MN",1995,35,0,35,31878,1.09793588054458
10660,"Albert Lea, MN",1996,52,13,65,31823,2.04254784275524
10660,"Albert Lea, MN",1997,40,8,48,31595,1.519227725906
10660,"Albert Lea, MN",1998,64,17,81,31587,2.5643460917466
10660,"Albert Lea, MN",1999,70,74,144,31478,4.57462354660398
10660,"Albert Lea, MN",2000,64,42,106,32555,3.25602825986792
10660,"Albert Lea, MN",2001,44,0,44,32474,1.35493009792449
10660,"Albert Lea, MN",2002,50,0,50,32053,1.55991638848158
10660,"Albert Lea, MN",2003,48,0,48,32031,1.49854828135244
10660,"Albert Lea, MN",2004,1,0,1,31948,0.0313008639038437
10660,"Albert Lea, MN",2005,1,0,1,31704,0.0315417612919505
10660,"Albert Lea, MN",2006,33,8,41,31622,1.29656568212004
10660,"Albert Lea, MN",2007,36,23,59,31511,1.87236203230618
10660,"Albert Lea, MN",2008,28,0,28,31270,0.895426926766869
10660,"Albert Lea, MN",2009,24,6,30,31313,0.958068533835787
10660,"Albert Lea, MN",2010,26,8,34,31204,1.08960389693629
10660,"Albert Lea, MN",2011,26,8,34,31065,1.09447931755995
10660,"Albert Lea, MN",2012,28,10,38,31023,1.22489765657738
10660,"Albert Lea, MN",2013,26,2,28,30922,0.905504171787077
10660,"Albert Lea, MN",2014,26,0,26,30742,0.845748487411359
10660,"Albert Lea, MN",2015,26,112,138,30496,4.52518363064008
10660,"Albert Lea, MN",2016,27,0,27,30409,0.887895031076326
10660,"Albert Lea, MN",2017,33,0,33,30537,1.08065625307005
10660,"Albert Lea, MN",2018,25,0,25,30444,0.821179871238996
10700,"Albertville, AL",1990,162,30,192,71020,2.70346381301042
10700,"Albertville, AL",1991,181,4,185,71801,2.57656578599184
10700,"Albertville, AL",1992,220,4,224,73270,3.0571857513307
10700,"Albertville, AL",1993,231,17,248,75062,3.3039354133916
10700,"Albertville, AL",1994,224,4,228,76679,2.97343470832953
10700,"Albertville, AL",1995,159,41,200,78130,2.55983617048509
10700,"Albertville, AL",1996,218,40,258,79324,3.25248348545207
10700,"Albertville, AL",1997,175,16,191,79950,2.38899312070044
10700,"Albertville, AL",1998,165,76,241,80186,3.0055121841718
10700,"Albertville, AL",1999,202,46,248,80552,3.07875657960075
10700,"Albertville, AL",2000,153,0,153,82429,1.85614286234214
10700,"Albertville, AL",2001,147,6,153,82477,1.85506262351928
10700,"Albertville, AL",2002,168,69,237,83417,2.84114748792213
10700,"Albertville, AL",2003,167,26,193,84348,2.28813961208327
10700,"Albertville, AL",2004,175,9,184,85131,2.16137482233264
10700,"Albertville, AL",2005,266,77,343,86516,3.96458458551019
10700,"Albertville, AL",2006,188,98,286,88209,3.24229953859583
10700,"Albertville, AL",2007,191,75,266,89605,2.96858434239161
10700,"Albertville, AL",2008,103,16,119,91072,1.3066584680253
10700,"Albertville, AL",2009,44,0,44,92213,0.477156149349875
10700,"Albertville, AL",2010,51,2,53,93124,0.569133628280572
10700,"Albertville, AL",2011,44,2,46,93892,0.48992459421463
10700,"Albertville, AL",2012,40,0,40,94268,0.424322145372767
10700,"Albertville, AL",2013,41,0,41,94370,0.434460103846561
10700,"Albertville, AL",2014,28,0,28,94277,0.296997146705983
10700,"Albertville, AL",2015,28,0,28,94606,0.295964315159715
10700,"Albertville, AL",2016,38,0,38,95123,0.399482774933507
10700,"Albertville, AL",2017,66,0,66,95609,0.69031158154567
10700,"Albertville, AL",2018,77,0,77,96109,0.801173667398475
10740,"Albuquerque, NM",1990,2041,432,2473,601898,4.10866957524365
10740,"Albuquerque, NM",1991,2121,286,2407,612833,3.92766055352763
10740,"Albuquerque, NM",1992,3186,64,3250,615656,5.27892199540003
10740,"Albuquerque, NM",1993,3982,353,4335,629115,6.89063207839584
10740,"Albuquerque, NM",1994,4678,1827,6505,645136,10.0831452592942
10740,"Albuquerque, NM",1995,4650,1931,6581,659043,9.98569137370399
10740,"Albuquerque, NM",1996,4662,1093,5755,667325,8.62398381598172
10740,"Albuquerque, NM",1997,4430,1667,6097,672779,9.06241128215952
10740,"Albuquerque, NM",1998,4947,419,5366,676682,7.92986956945803
10740,"Albuquerque, NM",1999,4927,384,5311,678752,7.82465466031776
10740,"Albuquerque, NM",2000,4663,110,4773,715305,6.6726780883679
10740,"Albuquerque, NM",2001,5240,685,5925,725272,8.16934887876548
10740,"Albuquerque, NM",2002,5803,1219,7022,741196,9.47387735497763
10740,"Albuquerque, NM",2003,6822,1114,7936,755249,10.5077927941646
10740,"Albuquerque, NM",2004,7065,390,7455,772053,9.65607283437795
10740,"Albuquerque, NM",2005,6712,326,7038,792849,8.87684792438409
10740,"Albuquerque, NM",2006,6062,760,6822,814524,8.37544381749341
10740,"Albuquerque, NM",2007,3696,803,4499,833082,5.40042876931683
10740,"Albuquerque, NM",2008,2037,518,2555,847126,3.01608025252442
10740,"Albuquerque, NM",2009,1519,173,1692,860034,1.96736408095494
10740,"Albuquerque, NM",2010,1553,211,1764,873175,2.0202135883414
10740,"Albuquerque, NM",2011,1354,280,1634,881540,1.85357442657168
10740,"Albuquerque, NM",2012,1259,825,2084,885864,2.35250557647675
10740,"Albuquerque, NM",2013,1456,1150,2606,889325,2.9303123155202
10740,"Albuquerque, NM",2014,2128,415,2543,889183,2.85992872108441
10740,"Albuquerque, NM",2015,2012,283,2295,890940,2.57593103912721
10740,"Albuquerque, NM",2016,1931,534,2465,894318,2.75629026811492
10740,"Albuquerque, NM",2017,1996,260,2256,897304,2.51419808671309
10740,"Albuquerque, NM",2018,2086,100,2186,900336,2.4279824421105
10780,"Alexandria, LA",1990,56,4,60,131516,0.456218254813103
10780,"Alexandria, LA",1991,115,0,115,149221,0.770669007713392
10780,"Alexandria, LA",1992,199,24,223,147932,1.50744936862883
10780,"Alexandria, LA",1993,211,60,271,142664,1.89956821622834
10780,"Alexandria, LA",1994,362,6,368,143664,2.56153246463972
10780,"Alexandria, LA",1995,294,39,333,144887,2.29834284649416
10780,"Alexandria, LA",1996,371,65,436,144839,3.0102389549776
10780,"Alexandria, LA",1997,315,16,331,144998,2.28279010744976
10780,"Alexandria, LA",1998,398,102,500,145492,3.43661507161906
10780,"Alexandria, LA",1999,420,90,510,146118,3.49032973350306
